"","Brand_Name","Sales_Source","Week_Ending_Sat","Latest_Year","Sold_Units","Retail_Price","Gross_Revenue_.Sales.","units_sold_source_promo","Total_Discount","Net_Revenue_Sales","Number_of_Transactions","Average_AMA_Star_Ratings","Total_Searches_On_AMA","Total_Unique_Searches_On_AMA","Total_Unique_Branded_Organic_Searches_On_AMA","Total_Clicks_On_AMA","Total_Impressions_On_AMA","Total_Ops_On_AMA","Avg_Search_Position_On_AMA","Total_Organic_Searches_On_AMA","Total_Unique_Organic_Searches_On_AMA","Total_Organic_Clicks_On_AMA","Total_Organic_Impressions_On_AMA","Total_Organic_Ops_On_AMA","Avg_Organic_Search_Position_On_AMA","Total_Branded_Organic_Searches_On_AMA","Total_Unique_Branded_Organic_Searches.1_On_AMA","Total_Sponsored_Searches_On_AMA","Total_Unique_Sponsored_Searches_On_AMA","Total_Category_Organic_Searches_On_AMA","Total_Unique_Category_Organic_Searches_On_AMA","Total_Unique_Category_Sponsored_Searches_On_AMA","Total_Branded_Sponsored_Searches_On_AMA","Total_Unique_Branded_Sponsored_Searches_On_AMA","Total_Category_Sponsored_Searches_On_AMA","ACV_Weighted_Distribution_from_IRI","dsp_Ad_Spend","sb_Ad_Spend","sd_Ad_Spend","sp_Ad_Spend","internetDisplay_Ad_Spend","mobileApp_Ad_Spend","mobileWeb_Ad_Spend","avod_Ad_Spend","onlineVideo_Ad_Spend","mobileWebVideo_Ad_Spend","dsp_Impressions","sb_Impressions","sd_Impressions","sp_Impressions","internetDisplay_Impressions","mobileApp_Impressions","mobileWeb_Impressions","avod_Impressions","onlineVideo_Impressions","mobileWebVideo_Impressions","dsp_Clicks","sb_Clicks","sd_Clicks","sp_Clicks","internetDisplay_Clicks","mobileApp_Clicks","mobileWeb_Clicks","avod_Clicks","onlineVideo_Clicks","mobileWebVideo_Clicks","dsp_Ad_Attributed_Sales_on_AMA","sb_Ad_Attributed_Sales_on_AMA","sd_Ad_Attributed_Sales_on_AMA","sp_Ad_Attributed_Sales_on_AMA","internetDisplay_Ad_Attributed_Sales_on_AMA","mobileApp_Ad_Attributed_Sales_on_AMA","mobileWeb_Ad_Attributed_Sales_on_AMA","avod_Ad_Attributed_Sales_on_AMA","onlineVideo_Ad_Attributed_Sales_on_AMA","mobileWebVideo_Ad_Attributed_Sales_on_AMA","dsp_Ad_Units_from_Kantar","sb_Ad_Units_from_Kantar","sd_Ad_Units_from_Kantar","sp_Ad_Units_from_Kantar","internetDisplay_Ad_Units_from_Kantar","mobileApp_Ad_Units_from_Kantar","mobileWeb_Ad_Units_from_Kantar","avod_Ad_Units_from_Kantar","onlineVideo_Ad_Units_from_Kantar","mobileWebVideo_Ad_Units_from_Kantar","Labor_Force_Statistics_from_the_Current_Population_Survey..Seas._Civilian_Labor_Force_Level","Employment._Hours._and_Earnings_from_the_Current_Employment_Statistics_survey_.National..Average_hourly_earnings_of_all_employees._total_private._seasonally_adjusted","CPI_for_All_Urban_Consumers_.CPI.U..All_items_in_U.S._city_average._all_urban_consumers._not_seasonally_adjusted","Employment._Hours._and_Earnings_from_the_Current_Employment_Statistics_survey_.National..Average_weekly_hours_of_production_and_nonsupervisory_employees._total_private._seasonally_adjusted","CPI_for_All_Urban_Consumers_.CPI.U..All_items_._old_base_in_U.S._city_average._all_urban_consumers._not_seasonally_adjusted","Import_Export_Price_Indexes.Monthly_export_price_index_for_BEA_End_Use._All_commodities._not_seasonally_adjusted","Employment._Hours._and_Earnings_from_the_Current_Employment_Statistics_survey_.National..Average_hourly_earnings_of_production_and_nonsupervisory_employees._total_private._seasonally_adjusted","Employment._Hours._and_Earnings_from_the_Current_Employment_Statistics_survey_.National..Average_weekly_hours_of_all_employees._total_private._seasonally_adjusted","Employment._Hours._and_Earnings_from_the_Current_Employment_Statistics_survey_.National..All_employees._thousands._total_nonfarm._seasonally_adjusted","Labor_Force_Statistics_from_the_Current_Population_Survey..Seas._Unemployment_Rate","Labor_Force_Statistics_from_the_Current_Population_Survey..Seas._Employment_Level","CPI_for_Urban_Wage_Earners_and_Clerical_Workers_.CPI.W..All_items_in_U.S._city_average._urban_wage_earners_and_clerical_workers._not_seasonally_adjusted","PPI_Commodity_Data.PPI_Commodity_data_for_Final_demand._not_seasonally_adjusted","PPI_Commodity_Data.PPI_Commodity_data_for_Final_demand._seasonally_adjusted","Import_Export_Price_Indexes.Monthly_import_price_index_for_BEA_End_Use._All_commodities._not_seasonally_adjusted","PPI_Commodity_Data.PPI_Commodity_data_for_Final_demand.Finished_goods._not_seasonally_adjusted","Week_Ending_Sun","Avg_Sales_Price"
"125","BA","AMA",2021-11-27,TRUE,18347,168.497773377507,3013066.60000032,0,0,3013066.60000032,0,3.98163265306122,2245005,1089369,69432,97658,2245005,578111.979999984,14.7890093785983,1818024,965596,86221,1818024,517366.809999986,16.1808243455532,605315,69432,426981,270619,1212709,896164,234371,57837,36248,369144,0,46744.6599999999,95084.89,28121.34,94240.63,0,0,0,0,0,0,10364383,551600,1043347,4165961,0,0,0,0,0,0,24364,7630,3172,10600,0,0,0,0,0,0,114403.54,299532.6235466,64783.0704078674,287409.701206207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135822.8,219.45,1950.4184,238.84,5842.5934,1012.62,186.914,243.6,1043856.8,27.72,1090913.6,1916.2388,919.0524,922.964,962.5,1608.2612,2021-11-28,164.22666375976
"126","BA","AMA",2021-12-04,TRUE,24932,150.719614402012,3588729.56000096,11047,0,3588729.56000096,0,3.71428571428571,2745534,1305477,65853,101198,2745534,774188.229999971,14.406046692556,1958682,1058559,84873,1958682,726343.919999973,16.8294016078159,590166,65853,786852,506766,1368516,992706,482240,32214,24526,754638,0,58266.6299999999,81969.42,14454.55,169685.49,0,0,0,0,0,0,12088177,831099,651368,7399220,0,0,0,0,0,0,24004,8641,2190,18815,0,0,0,0,0,0,216681.04,414752.783623695,83921.0603733063,429273.783548355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136490.55483871,219.703064516129,1952.28537419355,238.677741935484,5848.18719677419,1010.92032258065,187.202935483871,243.535483870968,1044783.78064516,27.3622580645161,1092146.67419355,1918.15153870968,919.940664516129,924.415951612903,962.720967741936,1607.74333225807,2021-12-05,143.94070110705
"127","BA","AMA",2021-12-11,TRUE,11928,122.582007584457,1339452.76999995,0,0,1339452.76999995,0,3.43658008658009,1434450,738143,34729,49384,1434450,298188.709999994,16.5210903133605,1126041,594949,43505,1126041,290892.969999994,18.8624321849737,318282,34729,308409,230633,807759,560220,214741,20111,15892,288298,0,14924.6000000001,27648.76,5973.49,39896.68,6027.84,0,0,0,0,0,5226134,734052,351146,3289880,0,0,0,0,0,0,12473,4503,837,5847,0,0,0,0,0,0,72648.84,145688.131046295,15700.7699489594,106407.00088501,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1138574.38709677,219.985161290323,1955.85193548387,238.51935483871,5858.87174193548,1016.62580645161,187.414838709677,243.238709677419,1045590.4516129,27.4806451612903,1093990.93548387,1921.75809677419,922.533161290323,926.773129032258,966.677419354839,1614.25758064516,2021-12-12,112.294833165656
"128","BA","AMA",2021-12-18,TRUE,13291,130.516063561982,1582801.27999992,0,0,1582801.27999992,0,3.8656462585034,2179685,942965,34351,59073,2179685,356844.489999992,13.277740590957,1343339,712392,44590,1343339,324843.669999994,16.4264247520544,327540,34351,836346,485146,1015799,678041,465678,23661,19468,812685,0,12774.5800000001,41335.16,10679,86637.72,0,0,0,0,0,0,3965584,1048363,771446,6537893,0,0,0,0,0,0,7102,7332,1808,12162,0,0,0,0,0,0,72419.89,198987.431093216,33348.8704128265,205776.782850266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140776.22580645,220.269677419355,1959.56012903226,238.361290322581,5869.98051612903,1022.94838709677,187.620322580645,242.922580645161,1046387.09677419,27.6387096774194,1095886.12903226,1925.50580645161,925.267677419355,929.205741935484,970.945161290323,1621.35783870968,2021-12-19,119.088201038291
"129","BA","AMA",2021-12-25,TRUE,13155,133.884377787209,1642412.49999993,0,0,1642412.49999993,0,4.19761904761905,1728259,833658,36758,47813,1728259,368862.969999992,14.7413674686491,1273543,705298,40836,1273543,335992.859999993,17.1653246101624,356772,36758,454716,306971,916771,668540,282029,34904,24942,419812,0,10946.27,36117.93,6614.74,34710.15,469.77,0,2461.25,0,0,0,3598018,737938,411736,2933689,0,0,0,0,0,0,7311,6404,1254,6832,0,0,0,0,0,0,57295.56,229464.640619278,41173.8802528381,185373.821043014,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1142978.06451613,220.554193548387,1963.26832258064,238.203225806452,5881.08929032258,1029.27096774194,187.825806451613,242.606451612903,1047183.74193548,27.7967741935484,1097781.32258065,1929.25351612903,928.002193548387,931.63835483871,975.212903225806,1628.45809677419,2021-12-26,124.850817179774
"130","BA","AMA",2022-01-01,TRUE,13861,128.486823795794,1606387.60999992,0,0,1606387.60999992,0,4.07142857142857,1971151,984490,45295,59760,1971151,328282.699999994,15.9107409833138,1733421,904329,55495,1733421,318910.209999994,16.9193467714998,412902,45295,237730,167056,1320519,859034,156495,14415,10561,223315,0,11503.16,17728.88,3798.27,13143.61,907.03,0,3348.99,0,0,0,4048753,453415,240116,1586188,0,0,0,0,0,0,6674,3391,858,3194,0,0,0,0,0,0,66468.41,129837.54001236,36508.0398464203,94109.3598709106,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,1145144.77419355,220.834193548387,1966.98367741935,238.054838709677,5892.2194516129,1035.61935483871,188.029677419355,242.3,1047987.16129032,27.9451612903226,1099655.51612903,1933.01012903226,930.729516129032,934.067096774194,979.474193548387,1635.57522580645,2022-01-02,115.89262030156
"131","BA","AMA",2022-01-08,TRUE,15332,127.936643377281,1748189.64999991,0,0,1748189.64999991,0,3.6672335600907,2620484,1138929,47897,72493,2620484,295939.499999995,14.0007338339024,2063032,935319,63082,2063032,282677.929999996,14.7705382175361,432013,47897,557452,389930,1631019,887422,380260,10133,9670,547319,0,33622.38,39982.65,11363.6,50473.22,2656.11,0,1808.8,0,0,0,11956683,1012585,1392279,5666138,0,0,0,0,0,0,21141,8258,2829,9811,0,0,0,0,0,0,86827.53,241369.368667603,45792.4095153809,133569.12861824,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,1146152.22580645,220.965161290323,1970.93535483871,238.225806451613,5904.05538709677,1042.81935483871,188.180322580645,242.312903225807,1049014.12903226,27.7741935483871,1100836.70967742,1937.0605483871,933.219451612903,936.368096774194,983.522580645161,1643.24909677419,2022-01-09,114.022283459425
"132","BA","AMA",2022-01-15,TRUE,13993,130.630089810749,1665300.80999993,0,0,1665300.80999993,0,3.98928571428571,2379009,1102173,48021,71028,2379009,283224.659999996,14.3043569822561,1612621,830893,57134,1612621,252283.569999997,16.7039087299496,423442,48021,766388,505810,1189179,782872,492146,16963,13664,749425,0,29368.8099999999,45270.03,17996.11,85792.67,4475.69,0,1115.26,0,0,0,11897782,1240870,1673222,6611696,0,0,0,0,0,0,28508,10456,3463,11499,0,0,0,0,0,0,82844.3,258055.619047165,58230.6592121124,165418.107772827,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,1146632.74193548,221.028387096774,1974.9944516129,238.541935483871,5916.21212903226,1050.4064516129,188.306774193548,242.470967741936,1050142.70967742,27.458064516129,1101702.90322581,1941.24451612903,935.601483870968,938.611032258065,987.474193548387,1651.17603225806,2022-01-16,119.009562638457
"133","BA","AMA",2022-01-22,TRUE,12681,126.469455473618,1408302.22999993,0,0,1408302.22999993,0,4.02891156462585,2046243,984876,41789,57116,2046243,240985.769999997,14.6902107911915,1280020,688852,44701,1280020,206603.689999999,18.3752253871033,373909,41789,766223,498385,906111,647063,480273,24328,18112,741895,0,16947.59,29935.87,11901.13,79251.8,1060.05,0,1014.62,0,0,0,8313982,1024414,822452,6827195,0,0,0,0,0,0,17395,6282,1956,10959,0,0,0,0,0,0,68071.76,158453.149850845,45987.5092754364,215581.89742279,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1147113.25806452,221.091612903226,1979.0535483871,238.858064516129,5928.36887096774,1057.9935483871,188.433225806452,242.629032258065,1051271.29032258,27.141935483871,1102569.09677419,1945.42848387097,937.983516129032,940.853967741936,991.425806451613,1659.10296774194,2022-01-23,111.056086270793
"134","BA","AMA",2022-01-29,TRUE,11729,117.653337022003,1227067.79999994,0,0,1227067.79999994,0,3.98690476190476,1884668,896883,35382,46814,1884668,227983.089999998,15.1818431681336,1115781,596622,35601,1115781,190584.989999999,20.0472987082591,329566,35382,768887,467288,786215,561240,451813,22046,15475,746841,0,10393.99,26249.56,9141.23,80836.37,253.89,0,827.55,0,0,0,4742313,703031,556203,6737457,0,0,0,0,0,0,11376,5001,1461,9994,0,0,0,0,0,0,53893.09,128016.079525948,33430.1394023895,189760.297475815,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1147593.77419355,221.154838709677,1983.11264516129,239.174193548387,5940.52561290323,1065.58064516129,188.559677419355,242.787096774194,1052399.87096774,26.8258064516129,1103435.29032258,1949.6124516129,940.365548387097,943.096903225806,995.377419354839,1667.02990322581,2022-01-30,104.618279478211
"135","BA","AMA",2022-02-05,TRUE,11392,117.704875646386,1188177.88999994,0,0,1188177.88999994,0,4.39523809523809,2126019,935790,35162,50818,2126019,258819.419999996,13.9344206237103,1107421,572453,38234,1107421,230566.749999997,19.8686127498034,335219,35162,1018598,548262,772202,537291,543873,8080,4389,1010518,0,26471.72,29169.04,5857.2,109361.58,3401.77,0,2368.97,0,0,0,10406968,882826,373833,7222892,0,0,0,0,0,0,15707,4950,890,11209,0,0,0,0,0,0,70456.12,93775.4495429993,11341.6698417664,165331.548419952,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,0,1148151.12211982,221.279066820277,1987.95844700461,239.339976958525,5955.04018894009,1074.05944700461,188.706347926267,242.843202764977,1053396.18202765,26.4993087557604,1104430.60829493,1954.78329147465,943.431065668203,945.81090437788,1000.36935483871,1676.58611866359,2022-02-06,104.299323209264
"136","BA","AMA",2022-02-12,TRUE,11019,115.513314428904,1114936.78999994,0,0,1114936.78999994,0,4.05510204081633,1828652,828490,31489,46460,1828652,243128.079999998,14.3707321021167,929847,480027,34534,929847,224306.989999998,21.2960282713178,295146,31489,898805,494834,634701,448538,494830,10,4,898795,0,43762.65,25027.3,3075.92,96955.98,3676.14,0,3775.36,0,0,0,16282084,784749,223146,6184442,0,0,0,0,0,0,31917,4194,482,9958,0,0,0,0,0,0,117330.17,79094.4396305084,8303.22987174988,133256.868713379,0,0,0,0,0,0,0,0,0,0,32,0,9,0,0,0,1148877.5,221.5375,1994.535,239.175,5974.742,1084.5,188.8975,242.675,1054101.5,26.15,1105710,1962.12525,948.00025,949.56125,1007.65,1689.72675,2022-02-13,101.183119157813
"137","BA","AMA",2022-02-19,TRUE,10445,106.507927494799,996126.19999997,0,0,996126.19999997,0,4.11309523809524,2235133,862593,31543,41635,2235133,216838.379999998,13.9697060532863,1399480,612078,30178,1399480,191720.799999999,18.2331987595392,352938,31543,835653,471514,1046542,580535,463565,10252,7949,825401,0,35380.08,33596.9,4473.27,101279.76,1984.16,0,7973.0895,0,0,0,13738380,766885,218266,6907763,0,0,0,0,0,0,30943,4532,595,10508,0,0,0,0,0,0,71327.03,92306.8391456604,8083.38984298706,152243.167970657,0,0,0,0,0,0,0,0,0,0,29,0,10,0,0,0,1149609,221.8,2001.164,239,5994.601,1095,189.09,242.5,1054798,25.8,1106998,1969.533,952.615,953.343,1015,1702.976,2022-02-20,95.3687123025342
"138","BA","AMA",2022-02-26,TRUE,9755,109.763775782231,962505.769999958,0,0,962505.769999958,0,2.93197278911565,2102532,820763,30892,43505,2102532,198511.379999999,13.0437177650566,1074498,493889,28605,1074498,153398.640000001,18.7671880264086,315311,30892,1028034,509618,759187,462997,488619,29345,20999,998689,0,29793.57,25775.81,2714.48,124040.84,974.85,0,5271.6397,0,0,0,12268360,601177,143050,7284023,0,0,0,0,0,0,29686,4045,388,13217,0,0,0,0,0,0,61091.01,94198.0695877075,7987.90986824036,227789.916732788,0,0,0,0,0,0,0,0,0,0,17,0,9,0,0,0,1150340.5,222.0625,2007.793,238.825,6014.46,1105.5,189.2825,242.325,1055494.5,25.45,1108286,1976.94075,957.22975,957.12475,1022.35,1716.22525,2022-02-27,98.6679415684222
"139","BA","AMA",2022-03-05,TRUE,10337,113.572827884988,1058790.81999995,0,0,1058790.81999995,0,3.57709750566893,1711630,755499,31271,48504,1711630,220012.939999998,13.7259676448765,910008,469597,30359,910008,157183.32,19.5406809610465,299130,31271,801622,438154,610878,438326,418271,30079,19883,771543,0,67147.54,29781.19,4071.73,100563.39,3064.81,0,8970.82,0,83.16,0,12145312,623414,148599,5198449,0,0,0,0,0,0,20270,4793,520,12720,0,0,0,0,0,0,49559.27,94748.9693784714,11668.1997127533,271567.194553375,0,0,0,0,0,0,0,0,0,0,27,1,24,0,2,0,1150672.42626728,222.297868663594,2013.16932718894,238.703571428572,6030.56568202765,1113.41474654378,189.4741359447,242.203571428572,1056155.85023041,25.2071428571429,1109008.9078341,1982.75775691244,960.776337557604,960.032853686636,1027.74032258064,1726.49618778802,2022-03-06,102.427282577145
"140","BA","AMA",2022-03-12,TRUE,10751,113.644461678826,1123582.17999995,0,0,1123582.17999995,0,3.79829931972789,1561809,738298,36909,45792,1561809,186800.589999999,15.5871934404271,1074853,547644,38320,1074853,177324.27,19.2195807240618,353726,36909,486956,342539,721127,510735,336268,6291,6271,480665,0,119871.16,40283.19,4373.44,59407.99,5448.12,0,12163.34,0,1039.5,0,18704207,783478,141017,4624670,0,0,0,0,0,0,29379,6521,596,8076,0,0,0,0,0,0,68951.52,151538.867853165,16667.139591217,125260.968086243,0,0,0,0,0,0,0,0,0,0,18,1,18,0,25,0,1150125.29032258,222.473548387097,2015.78977419355,238.7,6038.41406451613,1115.64193548387,189.663870967742,242.2,1056739.87096774,25.2,1108488.61290323,1985.07512903226,961.972967741936,961.018935483871,1028.81935483871,1730.21483870968,2022-03-13,104.509550739461
"141","BA","AMA",2022-03-19,TRUE,10096,109.583423205896,1012617.03999994,0,0,1012617.03999994,0,4.36071428571429,1966507,811127,34770,50193,1966507,192596.979999999,13.23776726958,1037465,546176,32174,1037465,149773.750000001,19.1612709826356,322483,34770,929042,491218,714982,511406,471243,29554,19975,899488,0,89727.58,34449.77,5058,100319.7,4625.08,0,7739.05,0,207.9,0,15418076,802533,245847,6624004,0,0,0,0,0,0,31941,5409,762,13818,0,0,0,0,0,0,66386.02,94109.4690437317,15427.0998287201,202700.576698303,0,0,0,0,0,0,0,0,0,0,19,0,14,0,5,0,1149551.51612903,222.647419354839,2018.32670967742,238.7,6046.01222580645,1117.69677419355,189.853548387097,242.2,1057321.5483871,25.2,1107930.64516129,1987.2864516129,963.098387096774,961.946774193548,1029.76774193548,1733.73493548387,2022-03-20,100.298835182245
"142","BA","AMA",2022-03-26,TRUE,10282,91.1357993518707,850127.859999947,0,0,850127.859999947,0,3.61111111111111,1891727,845238,31953,36684,1891727,174209.81,14.4856361409442,951042,498117,25768,951042,140263.860000002,22.2197305692072,312199,31953,940685,495407,638843,466164,470464,56420,24943,884265,0,28744.71,25447.16,2915.92,95354.05,2107.8,0,34260.1609,0,5151.28,0,10197534,608343,161862,7423166,0,0,0,0,0,0,24882,3872,487,13150,0,0,0,0,0,0,55434.65,69287.3295974731,7223.6299495697,182166.567396164,0,0,0,0,0,0,0,0,0,0,30,0,23,0,1,0,1148977.74193548,222.821290322581,2020.86364516129,238.7,6053.61038709678,1119.75161290323,190.043225806452,242.2,1057903.22580645,25.2,1107372.67741935,1989.49777419355,964.223806451613,962.874612903226,1030.71612903226,1737.25503225806,2022-03-27,82.6811768138443
"143","BA","AMA",2022-04-02,TRUE,14134,111.031614881844,1479148.22999992,0,0,1479148.22999992,0,4.00277777777778,1718505,822196,39208,43547,1718505,196747.629999999,15.3720018271695,947730,496599,30020,947730,159061.74,22.2482859042132,356272,39208,770775,455704,591458,457391,427426,62530,28278,708245,0,23401.74,24816.83,3010.83,83606.08,2394.23,0,2278.72,0,0,0,9792258,449396,164933,5576215,0,0,0,0,0,0,23037,3659,476,11340,0,0,0,0,0,0,83170.17,81446.669754982,7621.82986831665,203838.766990662,0,0,0,0,0,0,0,0,0,0,68,0,4,0,0,0,1148472.09677419,222.996516129032,2023.56395806452,238.69,6061.69805483871,1122.15064516129,190.235290322581,242.19,1058487.69032258,25.2,1106880.97096774,1991.91840967742,965.410422580645,963.86364516129,1031.6864516129,1741.18081290323,2022-04-03,104.651777982165
"144","BA","AMA",2022-04-09,TRUE,11398,104.396657310221,1083103.62999994,0,0,1083103.62999994,0,3.41666666666667,1733903,814088,38315,41679,1733903,193686.479999999,16.2538163899595,987313,497023,29899,987313,160271.54,22.8137429568941,365382,38315,746590,435318,621931,458708,405358,77022,29960,669568,0,107209.41,15561.52,2058.44,73980.17,1867.48,0,11527.0903,0,6191.17,0,11873511,284184,121343,5019056,0,0,0,0,0,0,23605,2779,339,11161,0,0,0,0,0,0,67191.15,80474.3793697357,9315.32990264893,233466.177215576,0,0,0,0,0,0,0,0,0,0,126,0,5,0,1,0,1148784,223.188,2028.2248,238.56,6075.6598,1128.68,190.456,242.06,1059105.6,25.2,1107184.4,1996.8508,967.3314,965.587,1032.92,1749.9748,2022-04-10,95.0257615371065
"145","BA","AMA",2022-04-16,TRUE,11590,102.807115906137,1073681.89999994,0,0,1073681.89999994,0,4.00595238095238,1733453,768564,36113,40040,1733453,224017.619999999,15.928792416062,1017245,505609,28935,1017245,173898.45,21.355267413455,355641,36113,716208,403576,661604,469496,376211,66338,27365,649870,0,87417.25,18617.66,2087.15,83352.31,3562.51,0,11247.6595,0,0,0,9181843,356936,125341,5439611,0,0,0,0,0,0,23117,3352,368,10724,0,0,0,0,0,0,67520.24,94046.1898155212,6859.38991737366,236274.727834702,0,0,0,0,0,0,0,0,0,0,133,0,5,0,0,0,1149323,223.384,2033.43023333333,238.396666666667,6091.25323333333,1136.35666666667,190.684666666667,241.896666666667,1059732.8,25.2,1107708.7,2002.4809,969.456366666667,967.514333333333,1034.22666666667,1760.12106666667,2022-04-17,92.6386453839463
"146","BA","AMA",2022-04-23,TRUE,11366,107.27838291746,1111470.06999995,27,593.46,1110876.60999995,0,3.76598639455782,1801325,784347,36407,42391,1801325,242992.419999998,14.7887549442771,1094880,547965,30339,1094880,189574.98,20.3797064518486,366644,36407,706445,393627,728236,511558,365629,70002,27998,636443,0,79568.46,28458.29,1005.83,118400.81,2191.21,0,5812.16,0,28044.65,0,8584892,456088,101711,6005751,0,0,0,0,0,0,23231,4267,190,12773,0,0,0,0,0,0,68726.81,118556.240390778,1784.85003089905,272252.279384613,0,0,0,0,0,0,0,0,0,0,66,0,18,0,1,0,1149862,223.58,2038.63566666667,238.233333333333,6106.84666666667,1144.03333333333,190.913333333333,241.733333333333,1060360,25.2,1108233,2008.111,971.581333333333,969.441666666667,1035.53333333333,1770.26733333333,2022-04-24,97.7368124230114
"147","BA","AMA",2022-04-30,TRUE,14178,116.202773614666,1565575.07999992,0,0,1565575.07999992,0,3.96904761904762,1649156,743736,40137,58230,1649156,271020.539999997,15.1148569328796,1113627,579431,39655,1113627,200532.999999999,19.4533618527568,370936,40137,535529,304732,742691,539294,273755,94479,30977,441050,0,96809.83,36759.71,4267.6,112093.81,3253.47,0,1700.2,0,6191.17,0,9255747,535403,243590,5925605,0,0,0,0,0,0,20408,4687,606,13916,0,0,0,0,0,0,116733.22,126036.060117721,13952.3699054718,345013.968437195,0,0,0,0,0,0,0,0,0,0,108,0,8,0,1,0,1150401,223.776,2043.8411,238.07,6122.4401,1151.71,191.142,241.57,1060987.2,25.2,1108757.3,2013.7411,973.7063,971.369,1036.84,1780.4136,2022-05-01,110.422843842567
"148","BA","AMA",2022-05-07,TRUE,12886,100.271492003361,1188649.84999993,0,0,1188649.84999993,0,3.625,1508559,676876,36672,50183,1508559,224247.709999998,15.5169124972905,992946,514219,33420,992946,149193.240000001,20.4051892046496,334651,36672,515613,279927,658295,477547,248510,102378,31417,413235,0,75360.96,29871.82,3227.71,84550.46,849.76,0,976.65,0,20860.5,0,8783786,408214,206035,5316652,0,0,0,0,0,0,19287,3802,511,12547,0,0,0,0,0,0,54468.5,98017.7697429657,8924.20986366272,291740.086174011,0,0,0,0,0,0,0,0,0,0,155,0,5,0,1,0,1150313.16129032,223.950322580645,2049.6984516129,238,6139.98519354839,1156.08387096774,191.357419354839,241.5,1061592,25.2,1108697.48387097,2020.23658064516,976.115451612903,973.587774193548,1037.67096774194,1792.12961290323,2022-05-08,92.243508458787
"149","BA","AMA",2022-05-14,TRUE,15512,119.767177545685,1781729.0999999,0,0,1781729.0999999,0,4.04761904761905,1608018,750455,44498,61126,1608018,225625.099999998,15.9758255193661,1020747,509457,41269,1020747,161808.26,20.4062985245119,398816,44498,587271,362759,621931,464959,324316,122798,38443,464473,0,87568.51,44863.7,3224.67,80980.96,2974.67,0,977.79,0,0,0,11936184,448852,156568,5353011,0,0,0,0,0,0,27961,4986,478,13877,0,0,0,0,0,0,72705.09,113644.349308014,7813.43991470337,331782.696380615,0,0,0,0,0,0,0,0,0,0,133,0,1,0,0,0,1149755.19354839,224.108387096774,2056.04474193548,238,6158.99403225807,1157.98064516129,191.562903225807,241.5,1062180,25.2,1108199.58064516,2027.38109677419,978.737741935484,976.025129032258,1038.14516129032,1805.02293548387,2022-05-15,114.861339608039
"150","BA","AMA",2022-05-21,TRUE,13455,98.1361253532439,1202878.87999993,0,0,1202878.87999993,0,4.33061224489796,1838566,810319,38998,61867,1838566,230449.959999997,14.5723155981346,938841,472543,36948,938841,157891.720000001,21.1013430389171,352477,38998,899725,476562,586364,433545,440925,130563,35637,769162,0,87068.77,27459.31,3257.1,119883.78,3062.93,0,1000.95,0,0,0,10763246,353941,168916,6424474,0,0,0,0,0,0,25246,3339,524,16640,0,0,0,0,0,0,73702.07,76429.3098888397,9520.10990524292,330407.887578964,0,0,0,0,0,0,0,0,0,0,86,0,1,0,0,0,1149197.22580645,224.266451612903,2062.39103225806,238,6178.00287096774,1159.87741935484,191.768387096774,241.5,1062768,25.2,1107701.67741935,2034.52561290323,981.360032258064,978.462483870968,1038.61935483871,1817.91625806452,2022-05-22,89.400139725004
"151","BA","AMA",2022-05-28,TRUE,12139,102.353832584638,1162040.02999997,0,0,1162040.02999997,0,3.91269841269841,1538303,712610,34374,50326,1538303,240151.719999997,15.5173564635836,895455,462630,31637,895455,149715.800000001,20.3996917768062,310747,34374,642848,367840,584708,428256,338028,100234,29812,542614,0,68327.4200000001,12958.47,4458.19,82917.89,1984.73,0,1962.69,0,0,0,10224089,207578,170327,4968551,0,0,0,0,0,0,23817,2323,719,12555,0,0,0,0,0,0,82798.01,68796.3400249481,16741.969953537,335679.100282669,0,0,0,0,0,0,0,0,0,0,94,0,2,0,0,0,1148639.25806452,224.424516129032,2068.73732258065,238,6197.01170967742,1161.77419354839,191.973870967742,241.5,1063356,25.2,1107203.77419355,2041.67012903226,983.982322580645,980.899838709677,1039.0935483871,1830.80958064516,2022-05-29,95.7278218963644
